Passage,WordNo,NewID,Sentence,WP,WordNoPunctuation,Word,WordClass,SimilarityWithPrevious,PartOfSpeech
6,17,6Bw05,2,5,be,be,Content,,AUX
6,18,6Bw06,2,6,saved,"saved,",Content,,VERB
6,19,6Bw07,2,7,especially,especially,Content,,ADV
6,20,6Bw08,2,8,among,among,Function,,ADP
6,21,6Bw09,2,9,children,"children,",Content,,NOUN
6,22,6Bw10,2,10,if,if,Function,,SCONJ
6,23,6Bw11,2,11,they,they,Function,,PRON
6,24,6Bw12,2,12,looked,looked,Content,,VERB
6,25,6Bw13,2,13,more,more,Content,,ADJ
6,26,6Bw14,2,14,at,at,Function,,ADP
6,27,6Bw15,2,15,how,how,Content,,SCONJ
6,28,6Bw16,2,16,they,they,Function,,PRON
6,29,6Bw17,2,17,are,are,Content,,AUX
6,30,6Bw18,2,18,stored,stored.,Content,,VERB
7,1,7Aw01,1,1,In,In,Function,,ADP
7,2,7Aw02,1,2,general,"general,",Content,,ADJ
7,3,7Aw03,1,3,any,any,Function,,INTJ
7,4,7Aw04,1,4,exercise,exercise,Content,,NOUN
7,5,7Aw05,1,5,improves,improves,Content,,VERB
7,6,7Aw06,1,6,our,our,Function,,PRON
7,7,7Aw07,1,7,health,health.,Content,,NOUN
7,8,7Bw01,2,1,But,But,Function,,CCONJ
7,9,7Bw02,2,2,a,a,Function,,INTJ
7,10,7Bw03,2,3,wealth,wealth,Content,,NOUN
7,11,7Bw04,2,4,of,of,Function,,ADP
7,12,7Bw05,2,5,recent,recent,Content,,ADJ
7,13,7Bw06,2,6,science,science,Content,,NOUN
7,14,7Bw07,2,7,and,and,Function,,CCONJ
7,15,7Bw08,2,8,personal,personal,Content,,ADJ
7,16,7Bw09,2,9,experience,experience,Content,,NOUN
7,17,7Bw10,2,10,indicate,indicate,Content,,VERB
7,18,7Bw11,2,11,that,that,Function,,SCONJ
7,19,7Bw12,2,12,different,different,Content,,ADJ
7,20,7Bw13,2,13,people,people,Content,,NOUN
7,21,7Bw14,2,14,can,can,Function,,AUX
7,22,7Bw15,2,15,respond,respond,Content,,VERB
7,23,7Bw16,2,16,to,to,Function,,ADP
7,24,7Bw17,2,17,similar,similar,Content,,ADJ
7,25,7Bw18,2,18,exercise,exercise,Content,,NOUN
7,26,7Bw19,2,19,routines,routines,Content,,NOUN
7,27,7Bw20,2,20,in,in,Function,,ADP
7,28,7Bw21,2,21,different,different,Content,,ADJ
7,29,7Bw22,2,22,ways,ways.,Content,,NOUN
8,1,8Aw01,1,1,When,When,Content,,SCONJ
8,2,8Aw02,1,2,new,new,Content,,ADJ
8,3,8Aw03,1,3,breast,breast,Content,,NOUN
8,4,8Aw04,1,4,cancer,cancer,Content,,NOUN
8,5,8Aw05,1,5,drugs,drugs,Content,,NOUN
8,6,8Aw06,1,6,come,come,Content,,VERB
8,7,8Aw07,1,7,to,to,Function,,ADP
8,8,8Aw08,1,8,market,"market,",Content,,NOUN
8,9,8Aw09,1,9,there,there,Content,,ADV
8,10,8Aw10,1,10,is,is,Content,,AUX
8,11,8Aw11,1,11,little,little,Content,,ADJ
8,12,8Aw12,1,12,data,data,Content,,NOUN
8,13,8Aw13,1,13,to,to,Function,,ADP
8,14,8Aw14,1,14,indicate,indicate,Content,,VERB
8,15,8Aw15,1,15,whether,whether,Function,,SCONJ
8,16,8Aw16,1,16,they,they,Function,,PRON
8,17,8Aw17,1,17,are,are,Content,,AUX
8,18,8Aw18,1,18,safe,safe,Content,,ADJ
8,19,8Aw19,1,19,or,or,Function,,CCONJ
8,20,8Aw20,1,20,effective,effective,Content,,ADJ
8,21,8Aw21,1,21,in,in,Function,,ADP
8,22,8Aw22,1,22,men,men.,Content,,NOUN
8,23,8Bw01,2,1,Some,Some,Function,,PRON
8,24,8Bw02,2,2,new,new,Content,,ADJ
8,25,8Bw03,2,3,drugs,drugs,Content,,NOUN
8,26,8Bw04,2,4,are,are,Content,,AUX
8,27,8Bw05,2,5,approved,approved,Content,,VERB
8,28,8Bw06,2,6,only,only,Content,,ADV
8,29,8Bw07,2,7,for,for,Function,,ADP
8,30,8Bw08,2,8,women,women.,Content,,NOUN
9,1,9Aw01,1,1,An,An,Function,,PRON
9,2,9Aw02,1,2,extensive,extensive,Content,,ADJ
9,3,9Aw03,1,3,study,study,Content,,NOUN
9,4,9Aw04,1,4,confirms,confirms,Content,,VERB
9,5,9Aw05,1,5,that,that,Function,,SCONJ
9,6,9Aw06,1,6,red,red,Content,,PROPN
9,7,9Aw07,1,7,meat,meat,Content,,NOUN
9,8,9Aw08,1,8,might,might,Function,,ADV
9,9,9Aw09,1,9,not,not,Content,,PART
9,10,9Aw10,1,10,be,be,Content,,AUX
9,11,9Aw11,1,11,that,that,Function,,SCONJ
9,12,9Aw12,1,12,bad,bad,Content,,ADJ
9,13,9Aw13,1,13,for,for,Function,,ADP
9,14,9Aw14,1,14,you,you.,Function,,PRON
9,15,9Bw01,2,1,But,But,Function,,CCONJ
9,16,9Bw02,2,2,it,it,Function,,PRON
9,17,9Bw03,2,3,is,is,Content,,AUX
9,18,9Bw04,2,4,bad,bad,Content,,ADJ
9,19,9Bw05,2,5,for,for,Function,,ADP
9,20,9Bw06,2,6,the,the,Function,,PRON
9,21,9Bw07,2,7,planet,"planet,",Content,,NOUN
9,22,9Bw08,2,8,with,with,Function,,ADP
9,23,9Bw09,2,9,chicken,chicken,Content,,PROPN
9,24,9Bw10,2,10,and,and,Function,,CCONJ
9,25,9Bw11,2,11,pork,pork,Content,,PROPN
9,26,9Bw12,2,12,less,less,Content,,ADJ
9,27,9Bw13,2,13,harmful,harmful,Content,,ADJ
9,28,9Bw14,2,14,than,than,Function,,ADP
9,29,9Bw15,2,15,beef,beef.,Content,,NOUN
10,1,10Aw01,1,1,The,The,Function,,PRON
10,2,10Aw02,1,2,ground,ground,Content,,NOUN
10,3,10Aw03,1,3,around,around,Function,,ADP
10,4,10Aw04,1,4,the,the,Function,,PRON
10,5,10Aw05,1,5,building,building,Content,,NOUN
10,6,10Aw06,1,6,slopes,slopes,Content,,NOUN
10,7,10Aw07,1,7,away,away.,Content,,ADV
10,8,10Bw01,2,1,That,That,Function,,PRON
10,9,10Bw02,2,2,allows,allows,Content,,NOUN
10,10,10Bw03,2,3,the,the,Function,,PRON
10,11,10Bw04,2,4,classroom,classroom,Content,,NOUN
10,12,10Bw05,2,5,windows,windows,Content,,NOUN
10,13,10Bw06,2,6,to,to,Function,,ADP
10,14,10Bw07,2,7,be,be,Content,,AUX
10,15,10Bw08,2,8,low,low,Content,,ADJ
10,16,10Bw09,2,9,enough,enough,Content,,ADJ
10,17,10Bw10,2,10,for,for,Function,,ADP
10,18,10Bw11,2,11,children,children,Content,,NOUN
10,19,10Bw12,2,12,to,to,Function,,ADP
10,20,10Bw13,2,13,see,see,Content,,VERB
10,21,10Bw14,2,14,out,out,Function,,ADP
10,22,10Bw15,2,15,while,while,Function,,SCONJ
10,23,10Bw16,2,16,still,still,Content,,ADV
10,24,10Bw17,2,17,being,being,Content,,AUX
10,25,10Bw18,2,18,high,high,Content,,ADJ
10,26,10Bw19,2,19,above,above,Function,,ADV
10,27,10Bw20,2,20,the,the,Function,,PRON
10,28,10Bw21,2,21,ground,ground.,Content,,NOUN
11,1,11Aw01,1,1,Farmers,Farmers,Content,,NOUN
11,2,11Aw02,1,2,and,and,Function,,CCONJ
11,3,11Aw03,1,3,plant,plant,Content,,NOUN
11,4,11Aw04,1,4,breeders,breeders,Content,,NOUN
11,5,11Aw05,1,5,are,are,Content,,AUX
11,6,11Aw06,1,6,in,in,Function,,ADP
11,7,11Aw07,1,7,a,a,Function,,INTJ
11,8,11Aw08,1,8,race,race,Content,,NOUN
11,9,11Aw09,1,9,against,against,Function,,ADP
11,10,11Aw10,1,10,time,time.,Content,,NOUN
11,11,11Bw01,2,1,The,The,Function,,PRON
11,12,11Bw02,2,2,world,world,Content,,NOUN
11,13,11Bw03,2,3,population,population,Content,,NOUN
11,14,11Bw04,2,4,is,is,Content,,AUX
11,15,11Bw05,2,5,growing,growing,Content,,VERB
11,16,11Bw06,2,6,rapidly,"rapidly,",Content,,ADV
11,17,11Bw07,2,7,requiring,requiring,Content,,VERB
11,18,11Bw08,2,8,ever,ever,Content,,ADV
11,19,11Bw09,2,9,more,more,Content,,ADJ
11,20,11Bw10,2,10,food,"food,",Content,,NOUN
11,21,11Bw11,2,11,but,but,Function,,CCONJ
11,22,11Bw12,2,12,the,the,Function,,PRON
11,23,11Bw13,2,13,amount,amount,Content,,NOUN
11,24,11Bw14,2,14,of,of,Function,,ADP
11,25,11Bw15,2,15,cultivable,cultivable,Content,,ADJ
11,26,11Bw16,2,16,land,land,Content,,NOUN
11,27,11Bw17,2,17,is,is,Content,,AUX
11,28,11Bw18,2,18,limited,limited.,Content,,VERB
12,1,12Aw01,1,1,One,One,Function,,NUM
12,2,12Aw02,1,2,benefit,benefit,Content,,NOUN
12,3,12Aw03,1,3,of,of,Function,,ADP
12,4,12Aw04,1,4,discovery,discovery,Content,,NOUN
12,5,12Aw05,1,5,is,is,Content,,AUX
12,6,12Aw06,1,6,that,that,Function,,SCONJ
12,7,12Aw07,1,7,you,you,Function,,PRON
12,8,12Aw08,1,8,get,get,Content,,VERB
12,9,12Aw09,1,9,to,to,Function,,ADP
12,10,12Aw10,1,10,name,name,Content,,NOUN
12,11,12Aw11,1,11,the,the,Function,,PRON
12,12,12Aw12,1,12,things,things,Content,,NOUN
12,13,12Aw13,1,13,you,you,Function,,PRON
12,14,12Aw14,1,14,discovered,discovered.,Content,,VERB
12,15,12Bw01,2,1,Astronomy,Astronomy,Content,,NOUN
12,16,12Bw02,2,2,is,is,Content,,AUX
12,17,12Bw03,2,3,blessed,blessed,Content,,VERB
12,18,12Bw04,2,4,in,in,Function,,ADP
12,19,12Bw05,2,5,this,this,Function,,PRON
12,20,12Bw06,2,6,regard,regard.,Content,,NOUN
13,1,13Aw01,1,1,The,The,Function,,PRON
13,2,13Aw02,1,2,overwhelming,overwhelming,Content,,ADJ
13,3,13Aw03,1,3,majority,majority,Content,,NOUN
13,4,13Aw04,1,4,of,of,Function,,ADP
13,5,13Aw05,1,5,snails,snails,Content,,NOUN
13,6,13Aw06,1,6,live,live,Content,,ADJ
13,7,13Aw07,1,7,in,in,Function,,ADP
13,8,13Aw08,1,8,shells,shells,Content,,NOUN
13,9,13Aw09,1,9,that,that,Function,,SCONJ
13,10,13Aw10,1,10,coil,coil,Content,,PROPN
13,11,13Aw11,1,11,to,to,Function,,ADP
13,12,13Aw12,1,12,the,the,Function,,PRON
13,13,13Aw13,1,13,right,right.,Content,,INTJ
13,14,13Bw01,2,1,But,But,Function,,CCONJ
13,15,13Bw02,2,2,occasionally,occasionally,Content,,ADV
13,16,13Bw03,2,3,some,some,Function,,PRON
13,17,13Bw04,2,4,are,are,Content,,AUX
13,18,13Bw05,2,5,born,born,Content,,VERB
13,19,13Bw06,2,6,with,with,Function,,ADP
13,20,13Bw07,2,7,shells,shells,Content,,NOUN
13,21,13Bw08,2,8,that,that,Function,,SCONJ
13,22,13Bw09,2,9,turn,turn,Content,,NOUN
13,23,13Bw10,2,10,the,the,Function,,PRON
13,24,13Bw11,2,11,other,other,Content,,ADJ
13,25,13Bw12,2,12,way,way.,Content,,NOUN
14,1,14Aw01,1,1,California,California,Content,,PROPN
14,2,14Aw02,1,2,has,has,Content,,VERB
14,3,14Aw03,1,3,positioned,positioned,Content,,VERB
14,4,14Aw04,1,4,itself,itself,Function,,PRON
14,5,14Aw05,1,5,as,as,Function,,ADP
14,6,14Aw06,1,6,a,a,Function,,INTJ
14,7,14Aw07,1,7,leader,leader,Content,,NOUN
14,8,14Aw08,1,8,in,in,Function,,ADP
14,9,14Aw09,1,9,the,the,Function,,PRON
14,10,14Aw10,1,10,fight,fight,Content,,NOUN
14,11,14Aw11,1,11,against,against,Function,,ADP
14,12,14Aw12,1,12,climate,climate,Content,,NOUN
14,13,14Aw13,1,13,change,change.,Content,,NOUN
14,14,14Bw01,2,1,It,It,Function,,PRON
14,15,14Bw02,2,2,leads,leads,Content,,VERB
14,16,14Bw03,2,3,the,the,Function,,PRON
14,17,14Bw04,2,4,nation,nation,Content,,NOUN
14,18,14Bw05,2,5,by,by,Function,,ADP
14,19,14Bw06,2,6,far,far,Content,,ADV
14,20,14Bw07,2,7,in,in,Function,,ADP
14,21,14Bw08,2,8,solar,solar,Content,,PROPN
14,22,14Bw09,2,9,power,power.,Content,,NOUN
15,1,15Aw01,1,1,Climate,Climate,Content,,NOUN
15,2,15Aw02,1,2,change,change,Content,,NOUN
15,3,15Aw03,1,3,will,will,Function,,AUX
15,4,15Aw04,1,4,inevitably,inevitably,Content,,ADV
15,5,15Aw05,1,5,transform,transform,Content,,NOUN
15,6,15Aw06,1,6,the,the,Function,,PRON
15,7,15Aw07,1,7,way,way,Content,,NOUN
15,8,15Aw08,1,8,the,the,Function,,PRON
15,9,15Aw09,1,9,world,world,Content,,NOUN
15,10,15Aw10,1,10,produces,produces,Content,,VERB
15,11,15Aw11,1,11,goods,goods.,Content,,NOUN
15,12,15Bw01,2,1,Farmers,Farmers,Content,,NOUN
15,13,15Bw02,2,2,who,who,Function,,PRON
15,14,15Bw03,2,3,produce,produce,Content,,VERB
15,15,15Bw04,2,4,wine,wine,Content,,NOUN
15,16,15Bw05,2,5,grapes,"grapes,",Content,,NOUN
15,17,15Bw06,2,6,an,an,Function,,PRON
15,18,15Bw07,2,7,especially,especially,Content,,ADV
15,19,15Bw08,2,8,sensitive,sensitive,Content,,ADJ
15,20,15Bw09,2,9,crop,"crop,",Content,,NOUN
15,21,15Bw10,2,10,are,are,Content,,AUX
15,22,15Bw11,2,11,already,already,Content,,ADV
15,23,15Bw12,2,12,feeling,feeling,Content,,NOUN
15,24,15Bw13,2,13,those,those,Function,,PRON
15,25,15Bw14,2,14,effects,effects.,Content,,NOUN
16,1,16Aw01,1,1,The,The,Function,,PRON
16,2,16Aw02,1,2,many,many,Content,,ADJ
16,3,16Aw03,1,3,whiskeys,whiskeys,Content,,NOUN
16,4,16Aw04,1,4,of,of,Function,,ADP
16,5,16Aw05,1,5,Japan,Japan,Content,,PROPN
16,6,16Aw06,1,6,are,are,Content,,AUX
16,7,16Aw07,1,7,complex,complex,Content,,ADJ
16,8,16Aw08,1,8,and,and,Function,,CCONJ
16,9,16Aw09,1,9,often,often,Content,,ADV
16,10,16Aw10,1,10,expensive,expensive.,Content,,ADJ
16,11,16Bw01,2,1,Learning,Learning,Content,,VERB
16,12,16Bw02,2,2,about,about,Function,,ADP
16,13,16Bw03,2,3,them,them,Function,,PRON
16,14,16Bw04,2,4,can,can,Function,,AUX
16,15,16Bw05,2,5,be,be,Content,,AUX
16,16,16Bw06,2,6,a,a,Function,,INTJ
16,17,16Bw07,2,7,challenge,challenge.,Content,,NOUN
17,1,17Aw01,1,1,Great,Great,Content,,ADJ
17,2,17Aw02,1,2,snow,snow,Content,,PROPN
17,3,17Aw03,1,3,conditions,conditions,Content,,NOUN
17,4,17Aw04,1,4,can,can,Function,,AUX
17,5,17Aw05,1,5,make,make,Content,,VERB
17,6,17Aw06,1,6,a,a,Function,,INTJ
17,7,17Aw07,1,7,ski,ski,Content,,PROPN
17,8,17Aw08,1,8,trip,trip,Content,,NOUN
17,9,17Aw09,1,9,magical,magical.,Content,,ADJ
17,10,17Bw01,2,1,Skiers,Skiers,Content,,NOUN
17,11,17Bw02,2,2,can,can,Function,,AUX
17,12,17Bw03,2,3,weight,weight,Content,,NOUN
17,13,17Bw04,2,4,the,the,Function,,PRON
17,14,17Bw05,2,5,odds,odds,Content,,NOUN
17,15,17Bw06,2,6,in,in,Function,,ADP
17,16,17Bw07,2,7,their,their,Function,,PRON
17,17,17Bw08,2,8,favor,favor,Content,,NOUN
17,18,17Bw09,2,9,by,by,Function,,ADP
17,19,17Bw10,2,10,picking,picking,Content,,NOUN
17,20,17Bw11,2,11,their,their,Function,,PRON
17,21,17Bw12,2,12,destinations,destinations,Content,,NOUN
17,22,17Bw13,2,13,according,according,Content,,VERB
17,23,17Bw14,2,14,to,to,Function,,ADP
17,24,17Bw15,2,15,the,the,Function,,PRON
17,25,17Bw16,2,16,time,time,Content,,NOUN
17,26,17Bw17,2,17,of,of,Function,,ADP
17,27,17Bw18,2,18,winter,winter.,Content,,NOUN
18,1,18Aw01,1,1,Earth,Earth,Content,,PROPN
18,2,18Aw02,1,2,is,is,Content,,AUX
18,3,18Aw03,1,3,warming,"warming,",Content,,NOUN
18,4,18Aw04,1,4,and,and,Function,,CCONJ
18,5,18Aw05,1,5,we,we,Function,,PRON
18,6,18Aw06,1,6,know,know,Content,,VERB
18,7,18Aw07,1,7,why,why.,Content,,SCONJ
18,8,18Bw01,2,1,Light,Light,Content,,PROPN
18,9,18Bw02,2,2,is,is,Content,,AUX
18,10,18Bw03,2,3,reflected,reflected,Content,,VERB
18,11,18Bw04,2,4,and,and,Function,,CCONJ
18,12,18Bw05,2,5,absorbed,absorbed,Content,,VERB
18,13,18Bw06,2,6,by,by,Function,,ADP
18,14,18Bw07,2,7,clouds,"clouds,",Content,,NOUN
18,15,18Bw08,2,8,air,"air,",Content,,NOUN
18,16,18Bw09,2,9,oceans,"oceans,",Content,,NOUN
18,17,18Bw10,2,10,ice,ice,Content,,NOUN
18,18,18Bw11,2,11,and,and,Function,,CCONJ
18,19,18Bw12,2,12,land,land.,Content,,NOUN
19,1,19Aw01,1,1,Nobody,Nobody,Content,,PRON
19,2,19Aw02,1,2,ever,ever,Content,,ADV
19,3,19Aw03,1,3,really,really,Content,,ADV
19,4,19Aw04,1,4,tells,tells,Content,,VERB
19,5,19Aw05,1,5,you,you,Function,,PRON
19,6,19Aw06,1,6,how,how,Content,,SCONJ
19,7,19Aw07,1,7,to,to,Function,,ADP
19,8,19Aw08,1,8,breathe,breathe.,Content,,VERB
19,9,19Bw01,2,1,You,You,Function,,PRON
19,10,19Bw02,2,2,just,just,Content,,ADV
19,11,19Bw03,2,3,know,know,Content,,VERB
19,12,19Bw04,2,4,how,how,Content,,SCONJ
19,13,19Bw05,2,5,to,to,Function,,ADP
19,14,19Bw06,2,6,do,do,Content,,VERB
19,15,19Bw07,2,7,it,it.,Function,,PRON
20,1,20Aw01,1,1,Imagine,Imagine,Content,,VERB
20,2,20Aw02,1,2,an,an,Function,,PRON
20,3,20Aw03,1,3,animal,animal,Content,,NOUN
20,4,20Aw04,1,4,that,that,Function,,SCONJ
20,5,20Aw05,1,5,looks,looks,Content,,VERB
20,6,20Aw06,1,6,like,like,Function,,INTJ
20,7,20Aw07,1,7,a,a,Function,,INTJ
20,8,20Aw08,1,8,dinosaur,"dinosaur,",Content,,NOUN
20,9,20Aw09,1,9,and,and,Function,,CCONJ
20,10,20Aw10,1,10,you,you,Function,,PRON
20,11,20Aw11,1,11,probably,probably,Content,,ADV
20,12,20Aw12,1,12,will,will,Function,,AUX
20,13,20Aw13,1,13,not,not,Content,,PART
20,14,20Aw14,1,14,imagine,imagine,Content,,VERB
20,15,20Aw15,1,15,a,a,Function,,INTJ
20,16,20Aw16,1,16,bat,bat.,Content,,NOUN
20,17,20Bw01,2,1,But,But,Function,,CCONJ
20,18,20Bw02,2,2,that,that,Function,,SCONJ
20,19,20Bw03,2,3,may,may,Function,,AUX
20,20,20Bw04,2,4,change,change.,Content,,NOUN
21,1,21Aw01,1,1,Video,Video,Content,,NOUN
21,2,21Aw02,1,2,games,games,Content,,NOUN
21,3,21Aw03,1,3,work,work,Content,,NOUN
21,4,21Aw04,1,4,hard,hard,Content,,ADJ
21,5,21Aw05,1,5,to,to,Function,,ADP
21,6,21Aw06,1,6,hook,hook,Content,,NOUN
21,7,21Aw07,1,7,players,players.,Content,,NOUN
21,8,21Bw01,2,1,Designers,Designers,Content,,NOUN
21,9,21Bw02,2,2,use,use,Content,,VERB
21,10,21Bw03,2,3,predictive,predictive,Content,,ADJ
21,11,21Bw04,2,4,algorithms,algorithms,Content,,NOUN
21,12,21Bw05,2,5,and,and,Function,,CCONJ
21,13,21Bw06,2,6,principles,principles,Content,,NOUN
21,14,21Bw07,2,7,of,of,Function,,ADP
21,15,21Bw08,2,8,behavioral,behavioral,Content,,ADJ
21,16,21Bw09,2,9,economics,economics,Content,,NOUN
21,17,21Bw10,2,10,to,to,Function,,ADP
21,18,21Bw11,2,11,keep,keep,Content,,VERB
21,19,21Bw12,2,12,fans,fans,Content,,NOUN
21,20,21Bw13,2,13,engaged,engaged.,Content,,VERB
22,1,22Aw01,1,1,Americans,Americans,Content,,PROPN
22,2,22Aw02,1,2,are,are,Content,,AUX
22,3,22Aw03,1,3,feeling,feeling,Content,,NOUN
