Passage,WordNo,NewID,Sentence,WP,WordNoPunctuation,Word,WordClass,SimilarityWithPrevious,PartOfSpeech
4,9,4Aw09,1,9,you,"you,",Function,0.326154068047133,PRON
4,10,4Aw10,1,10,even,even,Content,0.31321394469927377,ADV
4,11,4Aw11,1,11,though,though,Function,0.398064289903534,ADV
4,12,4Aw12,1,12,they,they,Function,0.47888494189268943,PRON
4,13,4Aw13,1,13,are,are,Content,0.48966862591492943,AUX
4,14,4Aw14,1,14,high,high,Content,0.19854828565698446,ADJ
4,15,4Aw15,1,15,in,in,Function,0.26495049485718103,ADP
4,16,4Aw16,1,16,cholesterol,cholesterol.,Content,0.3130875157317732,NOUN
4,17,4Bw01,2,1,Others,Others,Content,null,NOUN
4,18,4Bw02,2,2,are,are,Content,0.2241713391944492,AUX
4,19,4Bw03,2,3,sure,sure,Content,0.16305674468165365,INTJ
4,20,4Bw04,2,4,they,they,Function,0.5756278976930264,PRON
4,21,4Bw05,2,5,are,are,Content,0.7112429818317095,AUX
4,22,4Bw06,2,6,bad,bad.,Content,0.2118460806373797,ADJ
5,1,5Aw01,1,1,Experts,Experts,Content,null,NOUN
5,2,5Aw02,1,2,generally,generally,Content,0.16900410194368312,ADV
5,3,5Aw03,1,3,agree,agree,Content,0.21622251585756877,VERB
5,4,5Aw04,1,4,that,that,Function,0.3292761825992852,SCONJ
5,5,5Aw05,1,5,watching,watching,Content,0.13032412839784352,VERB
5,6,5Aw06,1,6,a,a,Function,null,INTJ
5,7,5Aw07,1,7,lot,lot,Content,0.3001458914796364,NOUN
5,8,5Aw08,1,8,of,of,Function,null,ADP
5,9,5Aw09,1,9,television,television,Content,0.2094499991500755,NOUN
5,10,5Aw10,1,10,is,is,Content,0.19247914470142666,AUX
5,11,5Aw11,1,11,bad,bad,Content,0.3251621622800426,ADJ
5,12,5Aw12,1,12,for,for,Function,0.3101018703818473,ADP
5,13,5Aw13,1,13,children,children.,Content,0.19280297189022405,NOUN
5,14,5Bw01,2,1,Now,Now,Content,null,INTJ
5,15,5Bw02,2,2,a,a,Function,null,INTJ
5,16,5Bw03,2,3,new,new,Content,0.26457244139553143,ADJ
5,17,5Bw04,2,4,study,study,Content,0.07273814464045675,NOUN
5,18,5Bw05,2,5,suggests,suggests,Content,0.31442677502010175,VERB
5,19,5Bw06,2,6,it,it,Function,0.25544925956962805,PRON
5,20,5Bw07,2,7,may,may,Function,0.3794423671364538,AUX
5,21,5Bw08,2,8,not,not,Content,0.2755215154903261,PART
5,22,5Bw09,2,9,be,be,Content,0.3740006349769162,AUX
5,23,5Bw10,2,10,very,very,Content,0.3492814596067745,ADV
5,24,5Bw11,2,11,good,good,Content,0.36480333509506147,ADJ
5,25,5Bw12,2,12,for,for,Function,0.3884327945812592,ADP
5,26,5Bw13,2,13,adults,"adults,",Content,0.2479569179998585,NOUN
5,27,5Bw14,2,14,either,either.,Function,0.4159062061318439,ADV
6,1,6Aw01,1,1,Legislators,Legislators,Content,null,NOUN
6,2,6Aw02,1,2,and,and,Function,null,CCONJ
6,3,6Aw03,1,3,gun,gun,Content,0.15112925462493754,NOUN
6,4,6Aw04,1,4,safety,safety,Content,0.1569778833688041,NOUN
6,5,6Aw05,1,5,advocates,advocates,Content,0.4200807424513134,NOUN
6,6,6Aw06,1,6,often,often,Content,0.19310876432765342,ADV
6,7,6Aw07,1,7,focus,focus,Content,0.1110475523182578,NOUN
6,8,6Aw08,1,8,on,on,Function,0.17341433270952292,ADP
6,9,6Aw09,1,9,how,how,Content,0.2516690005359508,SCONJ
6,10,6Aw10,1,10,guns,guns,Content,0.44565647517870105,NOUN
6,11,6Aw11,1,11,are,are,Content,0.23900222549212385,AUX
6,12,6Aw12,1,12,purchased,purchased.,Content,0.030031901703323722,VERB
6,13,6Bw01,2,1,But,But,Function,null,CCONJ
6,14,6Bw02,2,2,many,many,Content,null,ADJ
6,15,6Bw03,2,3,lives,lives,Content,0.20561657212725734,NOUN
6,16,6Bw04,2,4,could,could,Function,0.25803745378728943,AUX
6,17,6Bw05,2,5,be,be,Content,0.13837607418249154,AUX
6,18,6Bw06,2,6,saved,"saved,",Content,0.25982465951628547,VERB
6,19,6Bw07,2,7,especially,especially,Content,0.31953928262928355,ADV
6,20,6Bw08,2,8,among,among,Function,0.26946473621901207,ADP
6,21,6Bw09,2,9,children,"children,",Content,0.29869999350270204,NOUN
6,22,6Bw10,2,10,if,if,Function,0.3415724782195712,SCONJ
6,23,6Bw11,2,11,they,they,Function,0.41102802465441285,PRON
6,24,6Bw12,2,12,looked,looked,Content,0.22587993692698302,VERB
6,25,6Bw13,2,13,more,more,Content,0.3136333455578176,ADJ
6,26,6Bw14,2,14,at,at,Function,0.187238991368146,ADP
6,27,6Bw15,2,15,how,how,Content,0.3631843387612918,SCONJ
6,28,6Bw16,2,16,they,they,Function,0.5066901240885902,PRON
6,29,6Bw17,2,17,are,are,Content,0.44365408182374505,AUX
6,30,6Bw18,2,18,stored,stored.,Content,0.20931337752139578,VERB
7,1,7Aw01,1,1,In,In,Function,null,ADP
7,2,7Aw02,1,2,general,"general,",Content,null,ADJ
7,3,7Aw03,1,3,any,any,Function,0.18848512932410624,INTJ
7,4,7Aw04,1,4,exercise,exercise,Content,0.0902523486491124,NOUN
7,5,7Aw05,1,5,improves,improves,Content,0.11960417682267384,VERB
7,6,7Aw06,1,6,our,our,Function,0.2158284551121935,PRON
7,7,7Aw07,1,7,health,health.,Content,0.25826115515599474,NOUN
7,8,7Bw01,2,1,But,But,Function,null,CCONJ
7,9,7Bw02,2,2,a,a,Function,null,INTJ
7,10,7Bw03,2,3,wealth,wealth,Content,null,NOUN
7,11,7Bw04,2,4,of,of,Function,null,ADP
7,12,7Bw05,2,5,recent,recent,Content,0.03509178849732043,ADJ
7,13,7Bw06,2,6,science,science,Content,0.0827363107347371,NOUN
7,14,7Bw07,2,7,and,and,Function,null,CCONJ
7,15,7Bw08,2,8,personal,personal,Content,0.28145261911182057,ADJ
7,16,7Bw09,2,9,experience,experience,Content,0.32095392077891194,NOUN
7,17,7Bw10,2,10,indicate,indicate,Content,0.07043582713703127,VERB
7,18,7Bw11,2,11,that,that,Function,0.3042198076209119,SCONJ
7,19,7Bw12,2,12,different,different,Content,0.21421771674812023,ADJ
7,20,7Bw13,2,13,people,people,Content,0.2641281683185956,NOUN
7,21,7Bw14,2,14,can,can,Function,0.24988348686241402,AUX
7,22,7Bw15,2,15,respond,respond,Content,0.19790551573558737,VERB
7,23,7Bw16,2,16,to,to,Function,null,ADP
7,24,7Bw17,2,17,similar,similar,Content,0.3554093190090257,ADJ
7,25,7Bw18,2,18,exercise,exercise,Content,0.1830950121844238,NOUN
7,26,7Bw19,2,19,routines,routines,Content,0.18693703382366084,NOUN
7,27,7Bw20,2,20,in,in,Function,0.3196413083575422,ADP
7,28,7Bw21,2,21,different,different,Content,0.49205276260270997,ADJ
7,29,7Bw22,2,22,ways,ways.,Content,0.305644562204317,NOUN
8,1,8Aw01,1,1,When,When,Content,null,SCONJ
8,2,8Aw02,1,2,new,new,Content,0.15497870156068638,ADJ
8,3,8Aw03,1,3,breast,breast,Content,0.01992158607184974,NOUN
8,4,8Aw04,1,4,cancer,cancer,Content,0.3806223910101539,NOUN
8,5,8Aw05,1,5,drugs,drugs,Content,0.2068308270302715,NOUN
8,6,8Aw06,1,6,come,come,Content,0.12974635162026105,VERB
8,7,8Aw07,1,7,to,to,Function,null,ADP
8,8,8Aw08,1,8,market,"market,",Content,0.12591931957062144,NOUN
8,9,8Aw09,1,9,there,there,Content,0.2501991150278121,ADV
8,10,8Aw10,1,10,is,is,Content,0.23321924613894296,AUX
8,11,8Aw11,1,11,little,little,Content,0.35306373441179806,ADJ
8,12,8Aw12,1,12,data,data,Content,0.17048525833359227,NOUN
8,13,8Aw13,1,13,to,to,Function,null,ADP
8,14,8Aw14,1,14,indicate,indicate,Content,0.22327767831662862,VERB
8,15,8Aw15,1,15,whether,whether,Function,0.2942357311106965,SCONJ
8,16,8Aw16,1,16,they,they,Function,0.41214408306692896,PRON
8,17,8Aw17,1,17,are,are,Content,0.3623448406707077,AUX
8,18,8Aw18,1,18,safe,safe,Content,0.24959340683565662,ADJ
8,19,8Aw19,1,19,or,or,Function,0.33859514574443217,CCONJ
8,20,8Aw20,1,20,effective,effective,Content,0.2618308299875606,ADJ
8,21,8Aw21,1,21,in,in,Function,0.3461680371385039,ADP
8,22,8Aw22,1,22,men,men.,Content,0.21259539481972825,NOUN
8,23,8Bw01,2,1,Some,Some,Function,null,PRON
8,24,8Bw02,2,2,new,new,Content,null,ADJ
8,25,8Bw03,2,3,drugs,drugs,Content,0.06423329065590407,NOUN
8,26,8Bw04,2,4,are,are,Content,0.1655725571903033,AUX
8,27,8Bw05,2,5,approved,approved,Content,0.19611018023915253,VERB
8,28,8Bw06,2,6,only,only,Content,0.21806481605820494,ADV
8,29,8Bw07,2,7,for,for,Function,0.3390905158305553,ADP
8,30,8Bw08,2,8,women,women.,Content,0.20973539588017454,NOUN
9,1,9Aw01,1,1,An,An,Function,null,PRON
9,2,9Aw02,1,2,extensive,extensive,Content,null,ADJ
9,3,9Aw03,1,3,study,study,Content,0.12788593333126,NOUN
9,4,9Aw04,1,4,confirms,confirms,Content,0.21929728620605826,VERB
9,5,9Aw05,1,5,that,that,Function,0.2487952793536338,SCONJ
9,6,9Aw06,1,6,red,red,Content,0.026138078806730483,PROPN
9,7,9Aw07,1,7,meat,meat,Content,0.12872913054213578,NOUN
9,8,9Aw08,1,8,might,might,Function,0.16202855079260323,ADV
9,9,9Aw09,1,9,not,not,Content,0.20038958729601022,PART
9,10,9Aw10,1,10,be,be,Content,0.1892316920888886,AUX
9,11,9Aw11,1,11,that,that,Function,0.475379704261574,SCONJ
9,12,9Aw12,1,12,bad,bad,Content,0.23017224239738482,ADJ
9,13,9Aw13,1,13,for,for,Function,0.29256197680084495,ADP
9,14,9Aw14,1,14,you,you.,Function,0.2736081382585014,PRON
9,15,9Bw01,2,1,But,But,Function,null,CCONJ
9,16,9Bw02,2,2,it,it,Function,null,PRON
9,17,9Bw03,2,3,is,is,Content,null,AUX
9,18,9Bw04,2,4,bad,bad,Content,0.11911312921235734,ADJ
9,19,9Bw05,2,5,for,for,Function,0.3570619758338772,ADP
9,20,9Bw06,2,6,the,the,Function,0.3438952760336616,PRON
9,21,9Bw07,2,7,planet,"planet,",Content,0.1571505565982553,NOUN
9,22,9Bw08,2,8,with,with,Function,0.17492465040205188,ADP
9,23,9Bw09,2,9,chicken,chicken,Content,0.09564969019666897,PROPN
9,24,9Bw10,2,10,and,and,Function,null,CCONJ
9,25,9Bw11,2,11,pork,pork,Content,0.3764441882175101,PROPN
9,26,9Bw12,2,12,less,less,Content,0.17132613166596158,ADJ
9,27,9Bw13,2,13,harmful,harmful,Content,0.3205921329164202,ADJ
9,28,9Bw14,2,14,than,than,Function,0.3328525007697919,ADP
9,29,9Bw15,2,15,beef,beef.,Content,0.4517362961690107,NOUN
10,1,10Aw01,1,1,The,The,Function,null,PRON
10,2,10Aw02,1,2,ground,ground,Content,null,NOUN
10,3,10Aw03,1,3,around,around,Function,0.16696368400659103,ADP
10,4,10Aw04,1,4,the,the,Function,0.16659762205221793,PRON
10,5,10Aw05,1,5,building,building,Content,0.216721249160804,NOUN
10,6,10Aw06,1,6,slopes,slopes,Content,0.23585008342249286,NOUN
10,7,10Aw07,1,7,away,away.,Content,0.167173025045993,ADV
10,8,10Bw01,2,1,That,That,Function,null,PRON
10,9,10Bw02,2,2,allows,allows,Content,null,NOUN
10,10,10Bw03,2,3,the,the,Function,0.11546916123262992,PRON
10,11,10Bw04,2,4,classroom,classroom,Content,0.06648889923097914,NOUN
10,12,10Bw05,2,5,windows,windows,Content,0.19418629796139494,NOUN
10,13,10Bw06,2,6,to,to,Function,null,ADP
10,14,10Bw07,2,7,be,be,Content,0.038281278374305186,AUX
10,15,10Bw08,2,8,low,low,Content,0.10466276599714595,ADJ
10,16,10Bw09,2,9,enough,enough,Content,0.2241600087829419,ADJ
10,17,10Bw10,2,10,for,for,Function,0.3082914735244195,ADP
10,18,10Bw11,2,11,children,children,Content,0.2742321172990567,NOUN
10,19,10Bw12,2,12,to,to,Function,null,ADP
10,20,10Bw13,2,13,see,see,Content,0.26098356593143823,VERB
10,21,10Bw14,2,14,out,out,Function,0.29101932554139376,ADP
10,22,10Bw15,2,15,while,while,Function,0.2104541848698002,SCONJ
10,23,10Bw16,2,16,still,still,Content,0.3461575474259463,ADV
10,24,10Bw17,2,17,being,being,Content,0.29023670764186565,AUX
10,25,10Bw18,2,18,high,high,Content,0.3790780346256671,ADJ
10,26,10Bw19,2,19,above,above,Function,0.3740181650108636,ADV
10,27,10Bw20,2,20,the,the,Function,0.36561212936040394,PRON
10,28,10Bw21,2,21,ground,ground.,Content,0.22069804448688968,NOUN
11,1,11Aw01,1,1,Farmers,Farmers,Content,null,NOUN
11,2,11Aw02,1,2,and,and,Function,null,CCONJ
11,3,11Aw03,1,3,plant,plant,Content,0.2514562494412155,NOUN
11,4,11Aw04,1,4,breeders,breeders,Content,0.4116390870581753,NOUN
11,5,11Aw05,1,5,are,are,Content,0.12477749060981574,AUX
11,6,11Aw06,1,6,in,in,Function,0.12862297278754722,ADP
11,7,11Aw07,1,7,a,a,Function,null,INTJ
11,8,11Aw08,1,8,race,race,Content,0.122085939818154,NOUN
11,9,11Aw09,1,9,against,against,Function,0.14571706931764294,ADP
11,10,11Aw10,1,10,time,time.,Content,0.13705790086478362,NOUN
11,11,11Bw01,2,1,The,The,Function,null,PRON
11,12,11Bw02,2,2,world,world,Content,null,NOUN
11,13,11Bw03,2,3,population,population,Content,0.14900277056070063,NOUN
11,14,11Bw04,2,4,is,is,Content,0.21800849608521708,AUX
11,15,11Bw05,2,5,growing,growing,Content,0.36050131930662704,VERB
11,16,11Bw06,2,6,rapidly,"rapidly,",Content,0.4176289748455293,ADV
11,17,11Bw07,2,7,requiring,requiring,Content,0.08129058918267745,VERB
11,18,11Bw08,2,8,ever,ever,Content,0.33058361574358697,ADV
11,19,11Bw09,2,9,more,more,Content,0.32860723503945855,ADJ
11,20,11Bw10,2,10,food,"food,",Content,0.2382577216788589,NOUN
11,21,11Bw11,2,11,but,but,Function,0.29370585339802807,CCONJ
11,22,11Bw12,2,12,the,the,Function,0.35630636820451245,PRON
11,23,11Bw13,2,13,amount,amount,Content,0.27283466278659874,NOUN
11,24,11Bw14,2,14,of,of,Function,null,ADP
11,25,11Bw15,2,15,cultivable,cultivable,Content,0.23298294676587963,ADJ
11,26,11Bw16,2,16,land,land,Content,0.3174608547612873,NOUN
11,27,11Bw17,2,17,is,is,Content,0.3967353483762638,AUX
11,28,11Bw18,2,18,limited,limited.,Content,0.22493910895234284,VERB
12,1,12Aw01,1,1,One,One,Function,null,NUM
12,2,12Aw02,1,2,benefit,benefit,Content,null,NOUN
12,3,12Aw03,1,3,of,of,Function,null,ADP
12,4,12Aw04,1,4,discovery,discovery,Content,-0.013700437237403792,NOUN
12,5,12Aw05,1,5,is,is,Content,0.19075624692444249,AUX
12,6,12Aw06,1,6,that,that,Function,0.33220061932830125,SCONJ
12,7,12Aw07,1,7,you,you,Function,0.1212124571323518,PRON
12,8,12Aw08,1,8,get,get,Content,0.15658436560944322,VERB
12,9,12Aw09,1,9,to,to,Function,null,ADP
12,10,12Aw10,1,10,name,name,Content,0.1336200262776691,NOUN
12,11,12Aw11,1,11,the,the,Function,0.3540505288031449,PRON
12,12,12Aw12,1,12,things,things,Content,0.26566324275723685,NOUN
12,13,12Aw13,1,13,you,you,Function,0.3602114850813285,PRON
12,14,12Aw14,1,14,discovered,discovered.,Content,0.3059116179001524,VERB
12,15,12Bw01,2,1,Astronomy,Astronomy,Content,null,NOUN
12,16,12Bw02,2,2,is,is,Content,0.03005801022184739,AUX
12,17,12Bw03,2,3,blessed,blessed,Content,0.14318410986762833,VERB
12,18,12Bw04,2,4,in,in,Function,0.19188311670805488,ADP
12,19,12Bw05,2,5,this,this,Function,0.31295169473165874,PRON
12,20,12Bw06,2,6,regard,regard.,Content,0.24568646159155982,NOUN
13,1,13Aw01,1,1,The,The,Function,null,PRON
13,2,13Aw02,1,2,overwhelming,overwhelming,Content,null,ADJ
13,3,13Aw03,1,3,majority,majority,Content,0.2749951354847215,NOUN
13,4,13Aw04,1,4,of,of,Function,null,ADP
13,5,13Aw05,1,5,snails,snails,Content,0.03580435965265184,NOUN
13,6,13Aw06,1,6,live,live,Content,0.19907928594071153,ADJ
13,7,13Aw07,1,7,in,in,Function,0.23824851083816934,ADP
13,8,13Aw08,1,8,shells,shells,Content,0.21901272354542137,NOUN
13,9,13Aw09,1,9,that,that,Function,0.2913374413485153,SCONJ
13,10,13Aw10,1,10,coil,coil,Content,0.16253110561013207,PROPN
13,11,13Aw11,1,11,to,to,Function,null,ADP
13,12,13Aw12,1,12,the,the,Function,0.2093235500177203,PRON
13,13,13Aw13,1,13,right,right.,Content,0.1787296764536677,INTJ
13,14,13Bw01,2,1,But,But,Function,null,CCONJ
13,15,13Bw02,2,2,occasionally,occasionally,Content,null,ADV
13,16,13Bw03,2,3,some,some,Function,0.4007870907982892,PRON
13,17,13Bw04,2,4,are,are,Content,0.16796930634814308,AUX
13,18,13Bw05,2,5,born,born,Content,-0.06483775530317369,VERB
13,19,13Bw06,2,6,with,with,Function,0.22124767430184172,ADP
13,20,13Bw07,2,7,shells,shells,Content,0.1019642858212795,NOUN
13,21,13Bw08,2,8,that,that,Function,0.24303407294329393,SCONJ
13,22,13Bw09,2,9,turn,turn,Content,0.1413666548154201,NOUN
13,23,13Bw10,2,10,the,the,Function,0.2496000876869514,PRON
13,24,13Bw11,2,11,other,other,Content,0.3116163835560805,ADJ
13,25,13Bw12,2,12,way,way.,Content,0.22691251189253034,NOUN
14,1,14Aw01,1,1,California,California,Content,null,PROPN
14,2,14Aw02,1,2,has,has,Content,-0.04913144973614449,VERB
14,3,14Aw03,1,3,positioned,positioned,Content,0.048461501031485194,VERB
14,4,14Aw04,1,4,itself,itself,Function,0.20632761281944717,PRON
14,5,14Aw05,1,5,as,as,Function,0.2618548220816,ADP
14,6,14Aw06,1,6,a,a,Function,null,INTJ
14,7,14Aw07,1,7,leader,leader,Content,0.11747615827883007,NOUN
14,8,14Aw08,1,8,in,in,Function,0.1921052001777625,ADP
14,9,14Aw09,1,9,the,the,Function,0.27366523228698053,PRON
14,10,14Aw10,1,10,fight,fight,Content,0.09893752006473619,NOUN
14,11,14Aw11,1,11,against,against,Function,0.219322589715217,ADP
14,12,14Aw12,1,12,climate,climate,Content,0.13640082768399198,NOUN
14,13,14Aw13,1,13,change,change.,Content,0.16616462753260525,NOUN
14,14,14Bw01,2,1,It,It,Function,null,PRON
14,15,14Bw02,2,2,leads,leads,Content,null,VERB
14,16,14Bw03,2,3,the,the,Function,0.1982098000010342,PRON
14,17,14Bw04,2,4,nation,nation,Content,0.08481128444167023,NOUN
14,18,14Bw05,2,5,by,by,Function,0.14228804284124105,ADP
14,19,14Bw06,2,6,far,far,Content,0.18964683866859794,ADV
14,20,14Bw07,2,7,in,in,Function,0.3168314399573267,ADP
14,21,14Bw08,2,8,solar,solar,Content,0.1545863139659643,PROPN
14,22,14Bw09,2,9,power,power.,Content,0.3535567515384431,NOUN
15,1,15Aw01,1,1,Climate,Climate,Content,null,NOUN
15,2,15Aw02,1,2,change,change,Content,0.17555340040023246,NOUN
15,3,15Aw03,1,3,will,will,Function,0.14823024379736566,AUX
15,4,15Aw04,1,4,inevitably,inevitably,Content,0.1578986805627076,ADV
15,5,15Aw05,1,5,transform,transform,Content,0.2620893561632256,NOUN
15,6,15Aw06,1,6,the,the,Function,0.2711794448442826,PRON
15,7,15Aw07,1,7,way,way,Content,0.31424207942669174,NOUN
15,8,15Aw08,1,8,the,the,Function,0.31017854992168287,PRON
15,9,15Aw09,1,9,world,world,Content,0.3234020417693457,NOUN
15,10,15Aw10,1,10,produces,produces,Content,0.21153876033047447,VERB
15,11,15Aw11,1,11,goods,goods.,Content,0.16605427157383165,NOUN
15,12,15Bw01,2,1,Farmers,Farmers,Content,null,NOUN
15,13,15Bw02,2,2,who,who,Function,0.09676739527622967,PRON
15,14,15Bw03,2,3,produce,produce,Content,0.2586835864402796,VERB
15,15,15Bw04,2,4,wine,wine,Content,0.23511744328619946,NOUN
15,16,15Bw05,2,5,grapes,"grapes,",Content,0.6377132528875511,NOUN
15,17,15Bw06,2,6,an,an,Function,0.049395862648971826,PRON
15,18,15Bw07,2,7,especially,especially,Content,0.12571738556070494,ADV
15,19,15Bw08,2,8,sensitive,sensitive,Content,0.1442104760264276,ADJ
15,20,15Bw09,2,9,crop,"crop,",Content,0.4920682365034826,NOUN
15,21,15Bw10,2,10,are,are,Content,0.2329603408939758,AUX
15,22,15Bw11,2,11,already,already,Content,0.23584530072538523,ADV
15,23,15Bw12,2,12,feeling,feeling,Content,0.22156612742573004,NOUN
15,24,15Bw13,2,13,those,those,Function,0.37443136381039477,PRON
15,25,15Bw14,2,14,effects,effects.,Content,0.18760365819342376,NOUN
16,1,16Aw01,1,1,The,The,Function,null,PRON
16,2,16Aw02,1,2,many,many,Content,null,ADJ
16,3,16Aw03,1,3,whiskeys,whiskeys,Content,-0.003765420747092292,NOUN
16,4,16Aw04,1,4,of,of,Function,null,ADP
16,5,16Aw05,1,5,Japan,Japan,Content,0.14104860405448202,PROPN
16,6,16Aw06,1,6,are,are,Content,0.22675760071632237,AUX
16,7,16Aw07,1,7,complex,complex,Content,0.07623489349933768,ADJ
16,8,16Aw08,1,8,and,and,Function,null,CCONJ
16,9,16Aw09,1,9,often,often,Content,0.3174043757428139,ADV
16,10,16Aw10,1,10,expensive,expensive.,Content,0.3526981795987373,ADJ
16,11,16Bw01,2,1,Learning,Learning,Content,null,VERB
16,12,16Bw02,2,2,about,about,Function,0.14669701872944008,ADP
16,13,16Bw03,2,3,them,them,Function,0.23036659108574153,PRON
16,14,16Bw04,2,4,can,can,Function,0.22681989807448721,AUX
16,15,16Bw05,2,5,be,be,Content,0.07263113902620245,AUX
16,16,16Bw06,2,6,a,a,Function,null,INTJ
16,17,16Bw07,2,7,challenge,challenge.,Content,0.20872080722962685,NOUN
17,1,17Aw01,1,1,Great,Great,Content,null,ADJ
17,2,17Aw02,1,2,snow,snow,Content,0.10010055697865247,PROPN
17,3,17Aw03,1,3,conditions,conditions,Content,0.16587300022416337,NOUN
17,4,17Aw04,1,4,can,can,Function,0.15179524583516302,AUX
17,5,17Aw05,1,5,make,make,Content,0.15706623368651398,VERB
17,6,17Aw06,1,6,a,a,Function,null,INTJ
17,7,17Aw07,1,7,ski,ski,Content,0.35777854565511935,PROPN
17,8,17Aw08,1,8,trip,trip,Content,0.22452810056245387,NOUN
17,9,17Aw09,1,9,magical,magical.,Content,0.24289723514691908,ADJ
17,10,17Bw01,2,1,Skiers,Skiers,Content,null,NOUN
