Passage,NewID,WordNoPunctuation,Word,WordClass,PartOfSpeech,CosineSimilarity,CosineSimilarity_Normalized
10,10Bw21,ground,ground.,Content,NOUN,0.43445724,0.4349658
11,11Aw01,Farmers,Farmers,Content,NOUN,null,null
11,11Aw02,and,and,Function,CCONJ,null,null
11,11Aw03,plant,plant,Content,NOUN,0.25145626,0.25145626
11,11Aw04,breeders,breeders,Content,NOUN,0.4116391,0.40982306
11,11Aw05,are,are,Content,AUX,0.12477747,0.12312607
11,11Aw06,in,in,Function,ADP,0.12862298,0.15032637
11,11Aw07,a,a,Function,DET,null,null
11,11Aw08,race,race,Content,NOUN,0.12208593,0.11486588
11,11Aw09,against,against,Function,ADP,0.14571705,0.16313195
11,11Aw10,time,time.,Content,NOUN,0.1370579,0.15953858
11,11Bw01,The,The,Function,DET,0.03170177,0.04167865
11,11Bw02,world,world,Content,NOUN,0.14152348,0.18033098
11,11Bw03,population,population,Content,NOUN,0.27778584,0.2799694
11,11Bw04,is,is,Content,AUX,0.28151038,0.33491758
11,11Bw05,growing,growing,Content,VERB,0.30955306,0.30777526
11,11Bw06,rapidly,"rapidly,",Content,ADV,0.28970122,0.3063125
11,11Bw07,requiring,requiring,Content,VERB,0.13600214,0.14830297
11,11Bw08,ever,ever,Content,ADV,0.29013646,0.33619666
11,11Bw09,more,more,Content,ADJ,0.29286698,0.31830418
11,11Bw10,food,"food,",Content,NOUN,0.29943645,0.28577805
11,11Bw11,but,but,Function,CCONJ,0.33207107,0.3652434
11,11Bw12,the,the,Function,DET,0.3554097,0.39646077
11,11Bw13,amount,amount,Content,NOUN,0.2973046,0.32022008
11,11Bw14,of,of,Function,ADP,null,null
11,11Bw15,cultivable,cultivable,Content,ADJ,0.31007874,0.27223977
11,11Bw16,land,land,Content,NOUN,0.35236216,0.32194304
11,11Bw17,is,is,Content,AUX,0.3915489,0.4585942
11,11Bw18,limited,limited.,Content,ADJ,0.20345514,0.21758081
12,12Aw01,One,One,Function,NUM,null,null
12,12Aw02,benefit,benefit,Content,NOUN,null,null
12,12Aw03,of,of,Function,ADP,null,null
12,12Aw04,discovery,discovery,Content,NOUN,-0.013700437,-0.013700441
12,12Aw05,is,is,Content,AUX,0.19075625,0.20173626
12,12Aw06,that,that,Function,SCONJ,0.33220062,0.33976603
12,12Aw07,you,you,Function,PRON,0.12121246,0.15434684
12,12Aw08,get,get,Content,VERB,0.15658432,0.19514354
12,12Aw09,to,to,Function,PART,null,null
12,12Aw10,name,name,Content,VERB,0.13362002,0.14106558
12,12Aw11,the,the,Function,DET,0.35405052,0.3700332
12,12Aw12,things,things,Content,NOUN,0.26566327,0.29129598
12,12Aw13,you,you,Function,PRON,0.3602115,0.38969243
12,12Aw14,discovered,discovered.,Content,VERB,0.30591163,0.2532371
12,12Bw01,Astronomy,Astronomy,Content,NOUN,0.13890249,0.12907974
12,12Bw02,is,is,Content,AUX,0.42559743,0.51034164
12,12Bw03,blessed,blessed,Content,VERB,0.25997576,0.2579009
12,12Bw04,in,in,Function,ADP,0.27695158,0.29293895
12,12Bw05,this,this,Function,DET,0.3969645,0.4295735
12,12Bw06,regard,regard.,Content,NOUN,0.2776585,0.28648221
13,13Aw01,The,The,Function,DET,null,null
13,13Aw02,overwhelming,overwhelming,Content,ADJ,null,null
13,13Aw03,majority,majority,Content,NOUN,0.27499515,0.27499515
13,13Aw04,of,of,Function,ADP,null,null
13,13Aw05,snails,snails,Content,NOUN,0.035804365,0.03254584
13,13Aw06,live,live,Content,VERB,0.19907928,0.1941374
13,13Aw07,in,in,Function,ADP,0.23824853,0.24917209
13,13Aw08,shells,shells,Content,NOUN,0.21901274,0.19269256
13,13Aw09,that,that,Function,PRON,0.29133743,0.31465358
13,13Aw10,coil,coil,Content,VERB,0.1625311,0.15647618
13,13Aw11,to,to,Function,ADP,null,null
13,13Aw12,the,the,Function,DET,0.20932356,0.22818157
13,13Aw13,right,right.,Content,ADJ,0.1787297,0.19818138
13,13Bw01,But,But,Function,CCONJ,0.15601788,0.18579438
13,13Bw02,occasionally,occasionally,Content,ADV,0.24249111,0.24279888
13,13Bw03,some,some,Function,PRON,0.3352849,0.3768922
13,13Bw04,are,are,Content,AUX,0.2639101,0.28739282
13,13Bw05,born,born,Content,VERB,0.09618143,0.10471654
13,13Bw06,with,with,Function,ADP,0.19665918,0.22013265
13,13Bw07,shells,shells,Content,NOUN,0.4847743,0.4245634
13,13Bw08,that,that,Function,PRON,0.31344575,0.35685748
13,13Bw09,turn,turn,Content,VERB,0.14978245,0.182973
13,13Bw10,the,the,Function,DET,0.29343346,0.3322573
13,13Bw11,other,other,Content,ADJ,0.26860252,0.30480894
13,13Bw12,way,way.,Content,NOUN,0.2367333,0.28621194
14,14Aw01,California,California,Content,PROPN,null,null
14,14Aw02,has,has,Content,AUX,0.06296304,0.062963046
14,14Aw03,positioned,positioned,Content,VERB,0.044873357,0.045325868
14,14Aw04,itself,itself,Function,PRON,0.19465381,0.21216491
14,14Aw05,as,as,Function,ADP,0.2650964,0.2602723
14,14Aw06,a,a,Function,DET,null,null
14,14Aw07,leader,leader,Content,NOUN,0.20227194,0.20806748
14,14Aw08,in,in,Function,ADP,0.25705042,0.2777001
14,14Aw09,the,the,Function,DET,0.30224502,0.3153332
14,14Aw10,fight,fight,Content,NOUN,0.08467639,0.0914861
14,14Aw11,against,against,Function,ADP,0.25584364,0.2631828
14,14Aw12,climate,climate,Content,NOUN,0.15396564,0.15232867
14,14Aw13,change,change.,Content,NOUN,0.191172,0.2020805
14,14Bw01,It,It,Function,PRON,0.22751224,0.2353441
14,14Bw02,leads,leads,Content,VERB,0.16641216,0.17171802
14,14Bw03,the,the,Function,DET,0.39072785,0.40060052
14,14Bw04,nation,nation,Content,NOUN,0.323008,0.3240551
14,14Bw05,by,by,Function,ADP,0.14675045,0.17424811
14,14Bw06,far,far,Content,ADV,0.2601145,0.27105743
14,14Bw07,in,in,Function,ADP,0.36413684,0.37547332
14,14Bw08,solar,solar,Content,ADJ,0.22515862,0.2143092
14,14Bw09,power,power.,Content,NOUN,0.3185758,0.30216673
15,15Aw01,Climate,Climate,Content,NOUN,null,null
15,15Aw02,change,change,Content,NOUN,0.1755534,0.1755534
15,15Aw03,will,will,Function,AUX,0.14823024,0.15311407
15,15Aw04,inevitably,inevitably,Content,ADV,0.1578987,0.1623058
15,15Aw05,transform,transform,Content,VERB,0.26208934,0.26790383
15,15Aw06,the,the,Function,DET,0.27117944,0.2815233
15,15Aw07,way,way,Content,NOUN,0.31424206,0.31770897
15,15Aw08,the,the,Function,DET,0.3101786,0.33004892
15,15Aw09,world,world,Content,NOUN,0.32340208,0.32294998
15,15Aw10,produces,produces,Content,VERB,0.21153876,0.20233442
15,15Aw11,goods,goods.,Content,NOUN,0.16605426,0.17467107
15,15Bw01,Farmers,Farmers,Content,NOUN,0.07826211,0.066097416
15,15Bw02,who,who,Function,PRON,0.1273255,0.14800946
15,15Bw03,produce,produce,Content,VERB,0.49848467,0.4695458
15,15Bw04,wine,wine,Content,NOUN,0.25359443,0.24015953
15,15Bw05,grapes,"grapes,",Content,NOUN,0.37501028,0.32900015
15,15Bw06,an,an,Function,DET,0.08754726,0.08796577
15,15Bw07,especially,especially,Content,ADV,0.26607385,0.2853475
15,15Bw08,sensitive,sensitive,Content,ADJ,0.19110712,0.20375766
15,15Bw09,crop,"crop,",Content,NOUN,0.43336746,0.40814272
15,15Bw10,are,are,Content,AUX,0.2869932,0.31040657
15,15Bw11,already,already,Content,ADV,0.27717605,0.30727303
15,15Bw12,feeling,feeling,Content,VERB,0.27285984,0.29965878
15,15Bw13,those,those,Function,DET,0.369371,0.40700328
15,15Bw14,effects,effects.,Content,NOUN,0.2462918,0.26024482
16,16Aw01,The,The,Function,DET,null,null
16,16Aw02,many,many,Content,ADJ,null,null
16,16Aw03,whiskeys,whiskeys,Content,NOUN,-0.0037654208,-0.0037654103
16,16Aw04,of,of,Function,ADP,null,null
16,16Aw05,Japan,Japan,Content,PROPN,0.11243655,0.120993614
16,16Aw06,are,are,Content,AUX,0.23021924,0.3093863
16,16Aw07,complex,complex,Content,ADJ,0.106815994,0.14363639
16,16Aw08,and,and,Function,CCONJ,null,null
16,16Aw09,often,often,Content,ADV,0.36023772,0.44911796
16,16Aw10,expensive,expensive.,Content,ADJ,0.35582462,0.38129413
16,16Bw01,Learning,Learning,Content,VERB,0.11383742,0.1221877
16,16Bw02,about,about,Function,ADP,0.24330841,0.27011472
16,16Bw03,them,them,Function,PRON,0.37428218,0.395779
16,16Bw04,can,can,Function,AUX,0.38817307,0.4228244
16,16Bw05,be,be,Content,AUX,0.28981012,0.3190522
16,16Bw06,a,a,Function,DET,null,null
16,16Bw07,challenge,challenge.,Content,NOUN,0.20437358,0.20730188
17,17Aw01,Great,Great,Content,ADJ,null,null
17,17Aw02,snow,snow,Content,NOUN,0.10010057,0.10010056
17,17Aw03,conditions,conditions,Content,NOUN,0.165873,0.14598146
17,17Aw04,can,can,Function,AUX,0.15179524,0.17152476
17,17Aw05,make,make,Content,VERB,0.15706624,0.17639445
17,17Aw06,a,a,Function,DET,null,null
17,17Aw07,ski,ski,Content,NOUN,0.35777858,0.32097164
17,17Aw08,trip,trip,Content,NOUN,0.2245281,0.22561683
17,17Aw09,magical,magical.,Content,ADJ,0.24289724,0.2581684
17,17Bw01,Skiers,Skiers,Content,NOUN,0.40829492,0.36573115
17,17Bw02,can,can,Function,AUX,0.19904546,0.22888075
17,17Bw03,weight,weight,Content,VERB,0.1215799,0.12997007
17,17Bw04,the,the,Function,DET,0.2900234,0.31785718
17,17Bw05,odds,odds,Content,NOUN,0.16162449,0.17612594
17,17Bw06,in,in,Function,ADP,0.23715752,0.2654326
17,17Bw07,their,their,Function,PRON,0.21540844,0.2363893
17,17Bw08,favor,favor,Content,NOUN,0.12904185,0.13826495
17,17Bw09,by,by,Function,ADP,0.10440997,0.113873556
17,17Bw10,picking,picking,Content,VERB,0.1745005,0.19807926
17,17Bw11,their,their,Function,PRON,0.2550284,0.27815643
17,17Bw12,destinations,destinations,Content,NOUN,0.31381553,0.31029794
17,17Bw13,according,according,Content,VERB,0.10684738,0.110829145
17,17Bw14,to,to,Function,ADP,null,null
17,17Bw15,the,the,Function,DET,0.34213814,0.37533092
17,17Bw16,time,time,Content,NOUN,0.31221056,0.3309273
17,17Bw17,of,of,Function,ADP,null,null
17,17Bw18,winter,winter.,Content,NOUN,0.46945632,0.44932967
18,18Aw01,Earth,Earth,Content,PROPN,null,null
18,18Aw02,is,is,Content,AUX,0.08427109,0.0842711
18,18Aw03,warming,"warming,",Content,VERB,0.24533899,0.21827231
18,18Aw04,and,and,Function,CCONJ,null,null
18,18Aw05,we,we,Function,PRON,0.19208218,0.22173378
18,18Aw06,know,know,Content,VERB,0.18961294,0.21745813
18,18Aw07,why,why.,Content,SCONJ,0.26421937,0.32698855
18,18Bw01,Light,Light,Content,NOUN,0.17316656,0.14093336
18,18Bw02,is,is,Content,AUX,0.43473235,0.5229238
18,18Bw03,reflected,reflected,Content,VERB,0.19267632,0.20157458
18,18Bw04,and,and,Function,CCONJ,null,null
18,18Bw05,absorbed,absorbed,Content,VERB,0.18758528,0.17139007
18,18Bw06,by,by,Function,ADP,0.1629151,0.18111594
18,18Bw07,clouds,"clouds,",Content,NOUN,0.29731643,0.27329248
18,18Bw08,air,"air,",Content,NOUN,0.2648595,0.23059791
18,18Bw09,oceans,"oceans,",Content,NOUN,0.41658017,0.36690244
18,18Bw10,ice,ice,Content,NOUN,0.35609627,0.31899753
18,18Bw11,and,and,Function,CCONJ,null,null
18,18Bw12,land,land.,Content,NOUN,0.23787463,0.22746111
